,Strategy_A,Strategy_B,Strategy_C,Strategy_D,Strategy_E,Strategy_F,Strategy_G,Strategy_H,Strategy_I,Strategy_J
2019-01-28,0.013466718443926858,0.004829632349852522,-0.00017288039228579948,0.009587261833461893,0.007754322180014499,0.013493731273442966,0.0016490921732845946,-0.008727276395623122,-0.007793556933129808,0.011493299374074185
2019-01-29,0.017571134233337827,0.002996751467154223,0.0003008422292144612,0.012284612183590922,-0.0038947043657781536,-0.004057285577382545,0.004507339697061755,-0.001507056398910885,0.00018350444229315677,-0.0006224120133018857
2019-01-30,0.003949910529930714,0.010882386239271496,0.00408834156271337,0.00640765302957949,-0.011881791604901897,-0.00010390427363544578,-0.005677470766448278,-0.012207891346400216,-0.0068192632536913005,-0.004357689140489144
2019-01-31,0.009633183848024132,-0.006600202832836033,0.0009495134821213596,-0.0029051223079385852,-0.004473003826863674,0.006216129782992192,0.004363183300528224,0.012064542460130332,-0.0009020951514953601,-0.004753642298654702
2019-02-01,-0.0015673379909787021,0.0016920501321375755,0.0022618869247055646,-0.007198020176803158,-0.00106911968565449,0.0005986421878854604,0.018305310797882186,0.022834923256215896,-0.00667629107954859,-0.004009274778411597
2019-02-04,-0.013748816527561493,-0.006686406958907933,0.00011068977602121904,0.008216916344158401,-0.004483702069515982,-0.00451152685382881,-0.013378843885828436,-0.006449862296556661,-0.007320124914545637,-0.005285664714525967
2019-02-05,-0.007984438087447225,-0.0020217615250196505,-0.01649838795309034,-0.011671515653168174,0.01230946719165308,-0.010018591476161121,-0.006139350292725033,0.0119076159768326,0.020832325686297216,-0.002239126376309272
2019-02-06,-0.0029862709125635443,0.0020595831070674836,0.015865073198032435,-0.005721907068925359,-0.0027566118298078166,0.004918016499158225,0.0036090257403429945,-0.0011694220373630786,-0.0011706414910920798,-0.010006460193424925
2019-02-07,-0.00170801187173681,-0.0018249258128750039,0.002045516728834789,-0.0035953264236444726,0.002452915771906615,0.006773189426641418,0.0020629109666368143,0.003982998640847181,0.001041705565196909,0.001118190367283391
2019-02-08,-0.00645826616669383,0.001126731366122873,-0.0009714136573466243,0.015509304178829869,0.017766574579550186,0.006711828088346104,-0.003917779403093722,-0.00939388860984892,0.011634423723104857,0.007777359657533721
2019-02-11,0.005350945541765624,-0.010403854053777356,0.007528369675109689,0.003866349893614973,-0.009093433989787061,-0.0034923250179904096,0.0025446862231203503,0.0016225912018703937,-0.0024299616111891583,-0.0013374954339864993
2019-02-12,-0.0018436612385298338,0.0010153725295874159,0.013548213942476363,-0.017397603785325053,-0.006703776923839346,-0.0013837708080658671,0.0025130319211659523,-0.0017855508074471568,-0.01449967534945814,-0.002788845292805839
2019-02-13,0.017607342030912174,-0.00627329608080349,0.009526418615707523,-0.0008450770880454114,-0.001214723980526084,-0.006548247253045405,-0.0022770419084481427,0.008104164825818144,0.003630833279498823,0.013357628418644676
2019-02-14,0.012203056149978252,0.006057692580631262,0.018954298622546432,0.005878789251056859,0.010614744289683656,0.0015498066633206913,0.0004001026825047026,-0.005767308042856764,0.008114252156153889,-0.005084255300906449
2019-02-15,0.008320756189432158,0.0008925247461570294,0.012320911094038333,0.0072203377027552675,0.01770014463735911,0.00902760751110777,-0.010445816966275055,-0.00549250164577674,-0.006266649074600308,-0.0035388917044593244
2019-02-18,0.015483496800419582,0.008136337596425066,-0.0017858573405498284,-0.005651200023560558,0.0002968906802681738,-0.008282819773396392,-0.004789911792619313,-0.000618794833189627,0.007282547555928274,0.005985799898575894
2019-02-19,-0.02188413713981047,-0.0023381744308678927,-0.0023570494569477105,0.0021856614003537738,0.012896453353004999,-0.013260795473743984,-0.002230339565719555,0.004760719833883141,-0.011178419595740867,0.00790921930195675
2019-02-20,0.00425240822051026,0.007106245545084427,-0.002460943447119008,0.007017321648679791,0.012246530759511084,0.004350814345569755,0.0023151196228865406,0.0032018720400410644,-0.004708471702772344,-0.0009344770859234312
2019-02-21,-0.0008663108810704198,0.0028109589256601663,0.009865723606548213,-0.006447047206056248,-0.002063428885788819,0.009574380656394856,-0.004562669315697041,-0.008298230136707174,0.0017098369078242738,0.007057485526922097
2019-02-22,0.0007448244023222101,0.009641819052179802,0.010167164109059448,0.007971804618665217,0.00931350262900326,0.01900665224102393,-0.0008250541018093957,-0.015460514259796297,0.014203899467558066,0.003038502058205166
2019-02-25,0.001692689040186692,0.009716651667230564,-0.011441901297274484,-0.008533415501706273,-0.013892347818067897,-0.008323616647214647,0.0035104098056851045,0.005461259174865432,-2.284249562407479e-05,-0.011294596915651576
2019-02-26,-0.02206902304607553,-0.004091434007292003,-0.007538537545584705,0.002082008773021218,0.005061356245883046,0.0006317808072772485,0.0073818060243535846,0.006700037148975218,0.004916886444093133,-0.002510311870551815
2019-02-27,-0.001132515385216803,0.0014741648397927193,0.007979549294109598,-0.0018130988941529548,0.0042574629383279345,-0.0011630722815057074,-0.00010991517221822789,0.006312747039002942,-0.0144297659696241,-0.013096983258945774
2019-02-28,-0.013933009306267959,-0.018666669167978038,-0.011054346910807106,0.0034076843010198287,-0.005139491655525579,-0.0002691286636947398,0.009756768405967023,0.016089913278113797,0.0002124270924235647,0.010623788612649432
2019-03-01,0.001537875384073561,-0.005025063564230944,-0.005430548737157757,-0.010844921429492317,-0.01153363953709195,-0.005580632395238323,0.006416547710495948,0.016148177394043558,-0.011668108181754856,-0.0014236515276933493
2019-03-04,-0.009592964999232512,0.0015232848971958135,-0.0016411553252220915,-0.013281809916041313,0.0033722390250144215,-0.00591789532304967,-0.002596951819158092,-0.008723922902409115,-0.0056542186983300465,0.0011017044427648354
2019-03-05,-0.0012271788948525005,0.0023569023367204793,0.004080708302012199,0.010515115643651977,0.001364541487171386,-0.00823785216365416,0.00819281169461677,0.0014734032614995107,0.008347163095905177,0.005679996784517077
2019-03-06,-0.0006561588323313283,0.0026198786736699705,0.018275096252603484,0.016922712970042643,0.007255878306844791,0.0052178485665463625,0.008153670408087824,-0.002526395709941248,0.004351433772082098,0.0028293205155632086
2019-03-07,0.003717339627177088,-0.004519654223442155,-0.013825854893427709,-0.015524998197710893,-0.015026783379196548,-0.007596541030840413,-0.001250584643770861,0.01418541565167516,0.005861463699831772,-0.006467756026813063
2019-03-08,0.00404949717431816,-0.0015265113056977637,-0.0016433917895449994,0.0018909489733801373,0.0054080474113211265,-0.0013299443437003113,0.008213540325886188,-0.004618165558107543,0.0006046053769191762,0.019539865735907897
2019-03-11,0.002824761333909982,0.010812001622433514,0.0039219503469023476,0.0058769497714454486,0.0038064841284566864,0.0007722710251277444,-0.005035940324983325,0.000722511029770868,-0.005638367126379722,0.003877016893301046
2019-03-12,0.011297737880717874,0.005362175630517887,0.0007244022663450237,0.00481153495468316,0.0004387011713217924,0.007827508999452296,-0.01247421960997672,-0.008669072877098272,-0.01354268411157858,-0.013622666928906676
2019-03-13,0.014035317875208581,0.00958390378279944,-0.001891519722509409,-0.009196692871247747,-0.024493204341815743,-0.007073083445768633,0.016536846755491028,0.010030270289697024,-0.006974580267153268,-0.0004926154772429177
2019-03-14,-0.01470711715071161,-0.004886657325433902,-0.001586599860369672,-0.0012341549751423947,0.0048645917747965174,0.00206705517409703,0.006337609635953088,-0.001139219351112606,0.007372582344254493,0.014768304534199464
2019-03-15,-0.008901193667775545,-0.007658193644937809,0.009640917700199599,-0.0012345078238928517,0.009697759459676165,-0.0021576591740757115,0.01146311555678046,0.007036356389852248,0.002519341750948947,0.01275192321410608
2019-03-18,-0.0029226064017548676,-0.006713503722018609,-0.005108335468693007,0.0029403914593535154,-0.012877643761800495,0.0028109452186800893,-0.002569928112651834,0.008027363847496291,-0.017411058566679176,-0.010353391661883567
2019-03-19,-0.015940511514189435,-0.00878035166618612,-0.001213632440285736,-0.002213954234323361,-0.004517908466838353,-0.0027754799018782977,0.0031313975764010833,-0.005020289189136393,0.0050575538036302095,0.00648930044711923
2019-03-20,0.004416336873603128,0.005155178749170646,0.004855671610121256,0.016238322688293224,0.00588163961498066,0.0014452692793106084,-0.004678349752566846,-0.00998973235400925,-0.007486973543417762,-0.007058710061813635
2019-03-21,-6.204182074393829e-05,0.002650926232015938,0.001554880634657475,-0.0047757019799931685,0.006344934104455353,0.005367187719340241,-0.00031106410588984334,-0.004865767731387719,0.004612576276023649,0.003477832021289382
2019-03-22,-0.013598317385293046,-0.0030724484711736454,0.00036538183128783806,-0.006876018456456772,-0.0013150233980408267,-0.011610341114639716,0.010656981858501207,0.015139200730872528,-0.0029910509677095035,0.0012219364724951518
2019-03-25,-0.023049947348179993,-0.012600449095511147,-0.007768834355945642,-0.009724105504143704,-0.00026702088980326685,0.010810975658815747,-0.005854113681971067,-0.0072694905378630215,0.00270801009962454,0.013399880668857906
2019-03-26,-0.0113798259517985,-0.000414351154203218,0.01500010187821799,-0.011202748950058142,-0.01339778202544317,-0.005757858701261322,-0.002822660304462892,0.005048601097472356,-0.000175737415223533,-0.013862457101354206
2019-03-27,0.005697517036752522,-0.002332963417081171,0.01222780424276843,-0.003186304186782677,-0.0058904729118552735,0.0033135213864610305,0.005713318284666652,0.005797929692138872,-0.012587286318697197,0.0002976417393020579
2019-03-28,-0.009531684457148502,-0.00010344527865834051,-0.013388873611391015,0.002523454952485117,-0.006088600035298989,-0.010025418056346177,0.006347703305756526,0.005577125818241456,-0.005065350875854613,0.00882497664394519
2019-03-29,-0.0036977852852303535,-0.0002162900924158307,0.002400893426146338,-0.004033082450026035,0.002596361593920156,-0.003890404958675448,-0.0019464877539540212,0.009694389522731404,-0.00783295331438247,-0.0194282119578113
2019-04-01,0.016463340444178888,0.02144798590369499,0.0035576004196093457,-0.011122687226726958,-0.00148425435568503,-0.00219157785571188,-0.0019853005761930756,-0.010564007063218457,0.0027280279204682963,0.0037906824438629617
2019-04-02,-0.014053098363943143,0.0020834318812693927,0.017154049112226216,0.002265032997311393,-0.0010352294398965865,-0.0004307609990285295,0.005323988039421782,-0.010090980069649345,0.0013311025717557207,-0.00197952427602182
2019-04-03,0.018791257070654887,0.003300866246544999,0.018684027502149113,-0.005252140782411204,0.004681761106380537,0.0036786478880967127,-0.006410334730718641,-0.002662320563049543,0.008793618055293764,0.0005450302048874197
2019-04-04,-0.0159945063646237,-0.0032523798325321766,-0.010316342189367502,-0.0035762419596748157,-0.0028534653086818964,-0.01360499939505571,-0.009617479906462674,0.00023746908939971796,-0.004768150924556895,-0.020144559789239302
2019-04-05,0.00834526191250642,0.004069843190635115,-0.0037345860281553186,-0.008602958358987358,0.004810714109829737,0.0021059915535446565,0.017051548810619606,0.010927760583118493,0.0027139165784244848,-0.00015361041712490687
2019-04-08,0.008659058448082922,0.006554930936114982,0.014189435039362062,-0.0015506015850008034,-0.001968757848486898,-0.0025317456511357705,0.005477673486085851,0.013200716432446524,-0.0040280177873900916,-0.004387864877423911
2019-04-09,0.0037190005250475754,-0.0004938583878808824,0.009452018200384145,-0.015172557926124807,-0.011036302713496277,-0.008177780288548419,-0.015906164424384993,-0.015026956620303964,-0.008929902110696662,-0.005371007393506508
2019-04-10,0.011569740417223704,0.0012320665558046724,-0.006633266990617123,0.0003821356871957544,0.008811933422539518,-0.00536117351315011,-0.005857822152848879,0.0013304649598984467,-0.0013340430732498576,0.004791620675679994
2019-04-11,0.000498431618341107,0.005290474720521438,-0.007460020905137524,0.0003888598228426402,-0.0006537175302161606,-0.008435212918814558,-0.010166455942401136,0.0005825157411176924,-0.003079702851725011,-0.00827533645561018
2019-04-12,-0.0003126180688895069,0.008033434253945091,-0.018061633369715013,-0.010926423301238483,-0.009827137016948274,0.006885157059732662,0.002815165900807215,0.007372347691907898,-0.008913501036043216,-0.010733786061965027
2019-04-15,0.00503323924417215,0.0018770750557845417,0.006535116374521043,-6.55710231486959e-05,0.002998221011380559,0.0020216129227843597,0.005913287308698627,0.008711223988016756,-0.011477962393549665,-0.018881263945573473
2019-04-16,0.01047676813667172,0.010807820091909236,-0.004825588218540446,-0.012070508071741535,-0.0009108233273956984,0.005184258236670075,0.012652525734369249,0.00930424993899183,-0.0033168849131894845,-0.007481771241521528
2019-04-17,0.0007450723995006026,-0.0015123611739119856,-0.008578878066817846,0.014909158162518487,0.018607651872097317,0.011733716045699996,-0.005049273015834024,0.004851041318649858,0.00808026447814052,0.008371320113269267
2019-04-18,0.012913095609039228,0.007558011106062549,0.010466099590345581,0.006953076063319707,0.007078621206179087,-0.009210966905995304,0.0004952976330036674,-0.004677107110938055,-0.009375492293490098,0.00961973202298879
2019-04-19,0.01762350881672481,0.01354944365252117,0.008022269528928413,0.01264863749050381,0.007406840112800497,0.00550817548774469,-0.007886781974085294,-0.0015575686771952444,0.0018326891537574887,-0.007447245413579032
2019-04-22,0.0001294217584684648,-0.00014339484965927916,0.01648887678634367,0.008041478314029257,0.003365922482911444,0.003999725694130611,0.0009468496029130941,-0.001060903366415753,-0.0068245566440770416,-0.001958043232488367
2019-04-23,-0.006699424811568347,-0.009659642871504665,0.0022678721140223083,0.0025499789199635737,-0.015124357259273582,-0.002637532034992806,0.008165941748051795,0.01239666995268655,0.00690758736569564,0.0022092100406495003
2019-04-24,-0.007671785230884331,-0.008731398510096352,0.000836135584682741,0.002391983197573533,0.009448073034965115,0.00853836475246843,0.0006522969077634954,-0.008121428291651689,-0.00043266847790320766,0.0031540259113226675
2019-04-25,-0.0013533477884979297,-0.0038811633928648656,0.0018771639981443474,-0.0033515791350143495,-0.0066259419482180976,0.0008743412345037212,-0.0018972039114403428,0.0012460944764329303,0.0016891831134960844,-0.007562969064279463
2019-04-26,-0.004096653559536445,0.009325869676936107,-0.008451245056944308,-0.014976126938881939,-0.018097362449112735,-0.00416250849676904,0.0008117374189305245,-0.0004660508275197889,0.006492080585973274,-0.01866240584091122
2019-04-29,0.0045234120756291255,0.012062800635946037,-0.006379529002457342,-0.0015754111014797153,-0.004231927067709109,-0.006515903279053876,-0.001966933314116474,0.009581730229389565,0.012431993174839494,0.0008467422186450496
2019-04-30,0.01935371175889248,0.004861070536035675,0.019829003110870765,0.00231924597000227,0.0038212128841595893,0.005067596186115235,0.021757626110909044,0.015489368181524847,-0.004770560887915447,0.006170115846548229
2019-05-01,-0.002923216266573862,-0.0036214927274003444,0.007505680876993942,0.0008265487835516579,0.0021657583223641916,0.0006358042308125565,0.0033045250922414957,0.005088165240969309,-0.013690409164570047,0.0014323585293538647
2019-05-02,-0.009017840082485969,-0.011483103568012392,-0.003460945660818363,-0.000269218257898943,-0.007889232808360609,0.0039729208955462956,-0.0077681319378885795,-0.0057148728025076,-0.0038522001327628576,-0.0008224500173859469
2019-05-03,0.0033729602846221895,-0.005790738694382401,0.0063505727957571655,0.0011542636721206144,-0.015393624685451465,-0.014793921985437934,0.0004232620746753792,-0.0015994304816655102,-0.002592496091571538,-0.001972740993049767
2019-05-06,0.0028491334352249765,0.007490959384583382,-0.0073660138237270694,-0.0078025251747691135,-0.009871517516950225,-0.00016960879097122831,0.009169828946018326,0.0009228265512608616,-0.019332945027470953,-0.018325903669362445
2019-05-07,-0.0075537757516124515,-0.005102345184875471,-0.00509981081715761,-0.00019651254001225923,-0.0036498904116935957,0.006158803768688832,-0.0032936737882785817,-0.007215928965938964,0.004200119461775315,-0.008927995624619609
2019-05-08,0.004462069803510566,0.002055191520843641,0.0003280444735556135,0.01250331900425848,-0.0003268805647550912,0.016155612473049297,-0.0007851631461956591,-0.00981914887456873,0.002748817942066189,-0.00493574325310286
2019-05-09,-0.006755022391571612,0.0016134097722655704,0.004858377343723035,-0.003932267450343136,0.007130968223191182,0.008307453588806921,0.011093108200768927,0.009656800938225548,0.010888497039910884,-0.009274333690996384
2019-05-10,-0.0024915522265423345,-0.006111262459045169,9.531539993387075e-05,-0.004156015434060899,-0.003701029024820852,0.011695971506923876,-2.432254623510946e-05,0.0036473016953970675,-0.0009317820503129791,0.001163156850782816
2019-05-13,0.0006916660602470841,0.003597322834354242,0.011706688288632838,0.013530218953477564,0.008059993158711387,0.007583828756978287,-0.007324376065373286,-0.003971148399488431,0.008858136867201145,0.010595765823557767
2019-05-14,0.0027120446721668003,0.007041270572409646,0.0067007540390998125,0.010302141214476868,0.0073697428267429895,0.0005329365014432085,0.002861635860036087,-0.02083746046838099,0.0039542300988519045,-0.023811016425445454
2019-05-15,-0.016304066719257892,-0.0001050677863886542,0.0024659487385811285,-0.008600835676970252,-0.008467521640435556,0.006782935874110558,-0.0019786220272073815,0.016837437293089952,-0.00030802087650752313,0.002952693259793419
2019-05-16,0.016521687761256256,0.00489409286704582,-0.004956639289730955,0.0005869809987967935,0.0010505621733203066,-0.008540129650805257,-0.001736663961422094,-0.0070035929193023915,0.006162676704274886,0.0019572539999972182
2019-05-17,-0.0021465157211514015,-0.0008235635670270558,0.0020986983682778743,0.005003733955367296,-0.006328451805784184,-0.007136970352628455,0.008530934885552944,0.0010908574674810222,-0.010764916942198692,5.358594782359726e-05
2019-05-20,0.005186110120723523,-0.00897485947352603,0.0016084660952521241,0.0056529443732907135,0.0033851725233993257,0.0055740077641162926,-0.008810377604273032,-0.001286022254319132,-0.0008243404491007816,-0.0023536444370702856
2019-05-21,0.009187556078168076,0.012522458250864087,0.02023440844113611,0.012630303162128126,0.006531219597551019,0.0066117458486045985,0.00522883749204258,0.002639248547407952,0.0023018657702043666,0.007899535173793703
2019-05-22,4.996459688129786e-05,-0.004610637888948764,-0.003970111855711842,0.004620349267538337,0.000651110430575136,0.002812824459867625,0.005778833990409665,0.0003477946279277778,0.006422123762427477,0.005590143303154148
2019-05-23,-0.011502062736604564,0.007733394386428525,-0.003969916129722674,-0.01181395105608714,-0.010823421907224065,-0.010208630769570905,0.0012690530117942078,-0.0011065535642233435,-0.004580524703000813,0.0018795522538893744
2019-05-24,0.00397252078887223,0.0034104227911602083,0.005454317320748415,0.005784401865119577,-0.013908952404331945,-0.0027664290286020772,-0.014837364110050048,-0.006878468021299328,-0.0006741260969142386,0.007161289178559247
2019-05-27,0.012303513474223954,0.0044608518844496585,-0.0012027468273562124,0.004913179660842245,-0.0014986335452605091,0.0011117843770298214,0.007114684053754159,-0.001283494751349383,0.006180933948160832,0.007218399012348313
2019-05-28,-0.008750272353340026,0.005127802048627775,0.006525976722204424,0.0015872150121337115,-0.004353098599959636,-0.006000905512899191,-0.0029001700914467144,0.00303136050006706,-0.007537305187132798,0.0008514040043422744
2019-05-29,-0.01157028664350953,-0.0035601212794746954,-0.0007884676612897459,0.01752071160773615,-0.006068687714734347,0.011329349607006862,0.002628152097345862,0.005332693625563388,0.002953485837615646,0.0059174255367373425
2019-05-30,-0.0008777355639288286,0.010143036158112665,-0.0015873753126569514,0.009344447239485146,-0.00013311715335147397,0.001155740233079163,-0.006807691066654515,0.0003640259678085267,0.011247322948058362,0.0035837132692457885
2019-05-31,-0.0013022711006559105,-0.007546811182623106,-0.003099441013936779,-0.01183440631916159,-0.012487553381508278,-0.0019002318761651663,0.010172896105765397,0.026268288033037806,-0.005674309263465181,0.007940046826254005
2019-06-03,0.003027913905331904,2.1057948426202915e-06,0.004853743609115295,0.001430129245452525,0.0017000826800195475,-0.0020137830674523145,-0.009112659028567562,-0.01586838885717661,0.004955674597128762,-6.179823528085367e-05
2019-06-04,-0.005225271414915339,-0.0007128489955758176,0.006739843612872058,0.0019523925102760743,-0.0044342622674629455,0.008311443850732956,0.011992695693120519,0.009706443497255121,0.007748393165112065,0.011974131838399111
2019-06-05,0.0117381118894356,0.007154693911230513,0.008965597163792851,0.005923592121764797,-0.004864212121832001,0.0061760059026148605,-0.009441898306245486,-0.010995903670111652,0.009945789716539429,0.009583311543693776
2019-06-06,0.015249316161154198,0.0018564241400083545,-0.0070594539757126975,-0.0007586475802038858,0.0010502198752841093,0.0009484459450261881,0.008197212083927112,0.0007353546965561283,0.0027284902076079296,-0.005837787451074788
2019-06-07,0.005057841932291947,0.0015045529248517468,-0.00502466704578934,-0.0011288159411598545,-0.0014963395130436299,-0.002098704358959263,0.012986834758221792,0.005324899359778671,-0.001982378453447784,-0.015429425571890256
2019-06-10,-0.00815490419180971,-0.0032155798121202266,-0.007271742239972851,0.00956892032005905,0.000934218394240397,0.009640005795548863,0.001985121448231581,0.002171802104987145,0.0012465960022571515,0.0021143464063763163
2019-06-11,0.017523269318544143,-0.011674540398328385,-0.01689715568851817,-0.00435129077660234,-0.0036658793920942216,0.003332670042323035,0.00405003638152616,-0.0009682815607421508,0.00766324949194645,0.010126103507925777
2019-06-12,0.002441290033733924,0.007504360321732472,0.004822579082619865,-0.0026430049361034773,0.006483563803141289,0.0017488465534900258,0.00048421950904160475,0.011218253185955814,-0.017599372325611932,-0.014767533939302876
2019-06-13,-0.011032891968825431,-0.004532860609460904,-0.0041251338047468165,-0.011547736593174863,-0.012578767472381215,-0.009646481175000042,0.01837834873744133,0.02280473036201471,-0.004976254108810238,-0.005173726782054253
2019-06-14,-0.010660775680071963,-0.015034484861812159,-0.004908191832190115,-0.008566495253499099,-0.00644920499673988,-0.013932300980656887,-0.003698690202781402,0.00038178204453295436,0.0012696279565876409,0.0026690329970613966
2019-06-17,-0.012344006315756832,0.0035233022033114092,-0.007564021470920257,0.00433661385350246,0.0016855982107155387,-0.009248083060620494,-0.0008467534447667774,0.0031669951751457223,0.004435312797627464,0.000592767685709309
2019-06-18,0.015685447712509508,0.010715156160876706,0.002661187217279265,0.0076631460371177325,0.02037878300333022,0.018004099226522515,-0.008373206423172897,-0.011320058785894035,0.013847576381050374,-0.000993513936373952
2019-06-19,-0.012364172941878322,-0.005666880017350774,0.0014339522780560956,-0.0011105078478960018,-0.006598297286510868,-0.006056913620534281,-0.0035807514191459524,-0.00750100732924198,0.016102954932171825,0.006775802577343449
2019-06-20,0.00934678856833012,-0.0009269216644606296,0.00010220746477866097,-0.004261057802433557,-0.02239995470103277,-0.012280669925070816,-0.012464352756847452,-0.023249140549829884,-0.011175152396547237,0.004763989728168039
2019-06-21,0.00019586207210760758,0.009258430326333316,0.00606882190240709,0.0072427749334457526,-0.0027435084779205234,0.004907622373073725,0.0055719608860853856,-0.0018324895728489949,0.004689229954170835,0.006208042774216641
2019-06-24,-0.004767955855203371,-0.008362437943619749,-0.01220361654536523,-0.00035218249325879214,0.0005737155617667083,-0.006311016177897076,0.0016609814287547337,0.005928750778573738,0.004567524765218211,0.012834898612536637
2019-06-25,0.013181527751939747,-0.0035951748991068337,0.016671330587810358,-0.0019339629617244392,0.007942356239222332,0.002289492546808638,-0.0027066731881464356,-0.015396904568582313,-0.0007221761572106005,-0.01066699467806446
2019-06-26,0.010138263076395765,0.0129879023189946,-0.0024678473021330595,0.003968987977439812,-0.0018389833291534408,-0.0032338031915926596,0.00545125605019654,0.0017095301578504579,0.012393017521087527,0.0002810131109278019
2019-06-27,0.01045309406936973,0.003333398135733334,0.00978107849589816,-0.001400594496147997,0.00042179555120750025,4.1745292856124104e-05,-0.00571078138996145,0.0018194343713510528,0.004575448827505167,0.0058022427310136255
2019-06-28,0.01573641843136257,0.013753135488268795,0.0022162429551331676,0.0050931255356895635,-0.00027893967617809894,0.0020111777564260974,-0.004407886865027294,0.009331231461900173,0.0028267089901604847,-0.0002757989424784109
2019-07-01,0.012362320459168453,-0.011785279702062456,-0.017767941737194388,0.005102877709906469,-0.00038583096774373236,0.001784767857162247,-0.008180917793538252,-0.0036093190356394503,0.015650252472002763,0.011574686087975168
2019-07-02,0.0023002588499687923,-0.0021290490385633687,-0.0029866335548001197,-0.015198648832950497,-0.0031550043262819918,0.003275225942246167,-0.010212711686732639,-0.00959563919199247,-0.00911853515217581,-0.009746310815573814
2019-07-03,0.00115810770987249,-0.013650979891136799,0.003522291913965057,0.005387349722793997,-0.002565140627880432,-0.016732338641882595,-0.005923653624196096,0.0068964022649683696,-0.020937905072551714,-0.008770735622824186
